Category,Content
tutorial,"Não era diferente conosco, e o impacto positivo que isso tinha sobre nossa equipe podia se notar nos mais variados aspectos: Nós irradiávamos disposição."
tutorial,"O trabalho da equipe de diretores (diretoras, na verdade, porque eu era o único homem) fluía muito, muito bem."
tutorial,"No entanto, os demais membros da organização não compartilhavam da mesma energia, e cada vez mais pareciam afastar-se de nós."
tutorial,"Por fim, a rotatividade continuava alta, escancarando que o problema continuava a existir."
tutorial,"Foi numa imersão do time, meses depois, que eu finalmente entendi o que havia de errado."
tutorial,"Graças a uma conversa filosófica de madrugada, percebi que a equipe de diretores comunicava-se bem entre si, mas o mesmo não acontecia com o resto do time."
tutorial,"As pessoas não entendiam por que muitas das decisões eram tomadas e, consequentemente, não se sentiam parte do processo."
tutorial,"E quando se trata de trabalho voluntário, é indispensável que todos entendam que sua contribuição é crucial."
tutorial,Isso fez toda a equipe de diretores começar a adotar uma nova postura: a liderança democrática.
tutorial,"Incorporamos pequenas mudanças em nossa rotina de trabalho, como divulgar semanalmente quais decisões haviam sido tomadas pela diretoria, expor periodicamente o crescimento de cada área e, nas reuniões gerais, revelar os grandes problemas que enfrentávamos e ainda não tínhamos encontrado solução."
tutorial,"Assim: Com isso, melhoramos bastante."
tutorial,"Mas antes de prosseguir, preciso deixar claro que nem tudo são flores, e ambos os estilos carregam riscos."
tutorial,"Os afetivos, afinal, por valorizarem mais as pessoas que os resultados, podem terminar passando a ideia de que há uma tolerância com a mediocridade."
tutorial,"Os democráticos, por sua vez, correm o risco de cair em reuniões longas e exaustivas se não conseguem manejar bem a conversa na direção de um consenso."
tutorial,É por isso que nenhum desses estilos deve ser usado isoladamente.
tutorial,A postura visionária é aquela que mobiliza as pessoas em torno de uma visão e as motiva ao mostrar como cada uma é parte essencial de todo.
tutorial,"E essa foi, em parte, a chave para o nosso sucesso, pois já éramos visionários por natureza com nossa comunicação externa — em todas as nossas apresentações, carregávamos a boa e velha “mania de grandeza” do recifense."
tutorial,"Com dinâmicas nas reuniões e um trabalho de endomarketing nos grupos do time, fortalecemos o senso de pertencimento e tornamos claros os objetivos que queríamos alcançar."
tutorial,"Isso também impactou positivamente a flexibilidade da equipe, pois os membros começaram e ter mais liberdade para definir como queriam alcançar os objetivos definidos em conjunto."
tutorial,"O engajamento da equipe aumentou de uma só vez, e o processo seletivo seguinte mostrou os bons resultados: a saída de membros com menos de um ano de time diminuiu drasticamente."
tutorial,"Tudo bem, ok, diminuímos a rotatividade."
tutorial,"No entanto, talvez você ainda esteja se perguntando se isso afeta mesmo os resultados da equipe."
tutorial,"Em vez de dizer o que acho, deixarei que você analise os fatos por conta própria."
tutorial,"No ciclo em que implementamos essas mudanças, nós: Será que valeu a pena?"
tutorial,"— Felipe Bandeira, Presidente do ciclo 2019–2020, Enactus UFPE By Felipe Bandeira on April 30, 2020."
tutorial,"Canonical link Exported from Medium on October 4, 2023."
poem,"“Aqui, neste papel, reside o poema dodesespero."
poem,Um grito profundo.
poem,Choro calado.
poem,O apagar do candeeiro.
poem,A luz some.
poem,O vento vem.
poem,A loucura está acontecendo.
poem,Acaba a certeza.
poem,Surge a dúvida: o que raios estou fazendo?
poem,"Horas negras, noites em claro, destruído está
o coração."
poem,"De que vale o sorriso, olhos brilhantes, se no fim ele é em vão?."
poem,Que venha o futuro!
poem,Um passo a frente!
poem,Que tragam a inovação!.
poem,Pare com isso.
poem,Seja sensato.
poem,Tenha um mínimo de noção!
poem,"O lenhador lembra, com saudades, dos tempos áureos que trabalhava."
poem,"O pássaro chora, desesperado, pensando nos dias em que voava."
poem,"O garoto berra, calados, gritando por quando sonhava."
poem,"E o fim chega, macabro, sorrindo do poema que recitava."
poem,A luz se apaga A morte nasce O apocalipse está por vir.
poem,Carros Casas A tudo irá destruir.
poem,"O cão chora, acuado, pressentindo o que irá surgir."
poem,"Então surge, das profundezas, o elemento a resistir."
poem,"Demônios correm, irritados, pela presença de uma única cor."
poem,"O vermelho cresce, poderoso, e ao fim começa a se impor."
poem,"O desespero, inesperado, toma conta do destruidor."
poem,"Sabem, lá no fundo, que ninguém pode destruir o amor.. Cavaleiros se alinham, frente a frente, e ouve-se o rugir."
poem,"Espadas no alto, machados em punho, aço frio a reluzir."
poem,Trombetas soam.
poem,Todos se preparam.
poem,Irá logo começar.
poem,"A briga eterna, entre certeza e seu oposto."
poem,Sentimentos a se digladiar.
poem,"Sangue jorra Cortes são feitos Ocorre um
derrame na cabeça do escritor."
poem,"Três horas deitado, olhando para o nada, pensando apenas em seu amor."
poem,"As brigas feias, decepções, e o futuro promissor?."
poem,"Ou os tempos felizes, sorrisos no rosto, e um amanhã sonhador?."
poem,O tempo passa Canhões disparam Samurais no céu a cantar.
poem,"Canções fúnebres, restos de corpos, crânios vazios a olhar."
poem,A vida acaba.
poem,As flores cinzas.
poem,"O cinzeiro, de cigarros a brotar."
poem,"E o escritor mais pensa, indeciso, sobre a quem a vitória dará.. A batalha continua, desgastada, já perto de um fim."
poem,"O cansaço domina, os cavaleiros resistem."
poem,Cai no chão um espadachim.
poem,Os atiradores param.
poem,Olham para o lado.
poem,O que raios cai assim?.
poem,Então entendem.
poem,Chegou a hora.
poem,Qual será o sentimento ruim?.
poem,A lama bebe a armadura negra.
poem,"Caiu no chão a
escuridão..
Em cima dela está o amor, pronto para a aniquilação."
poem,"Que bata forte, destrua de uma vez, e acabe com a confusão?."
poem,Ou que aceite a derrota.
poem,O decreto foi dado.
poem,Não há mais um coração?.
poem,A confusão toma conta.
poem,O escritor cai.
poem,"Não
consegue sequer saber."
poem,"O que é certo, o que é errado, o que deve então fazer."
poem,"Pede ajuda, nessa hora, à garota que está a ler."
poem,"Que seus cachos ruivos, com sabedoria, decidam o irá acontecer.. Na mesa são postas, lado a lado, duas cartas
do baralho velho."
poem,"A mesa de madeira, ansiosa espera, o fim desse mistério."
poem,"Ajude o escritor, siga seu coração!"
poem,Faça o que deve fazer!.
poem,Resgate o amor.
poem,"Lembre dos beijos…Ou deixe morrer.”
                
                
                
                
                
                
                                
 April 3rd, 2015 3:58pm 
poema
amor
tristeza
sentimentos
fim
português
luta
cavaleiros
texto"
tutorial,"Talvez você, como eu, tenha tido dificuldades para entender como funciona o ciclo de vida de um app em Swift."
tutorial,"Pra quem não está acostumado, entender como tudo se encaixa é, sim, difícil."
tutorial,"Pois foi sabendo disso, e querendo ajudar você a entender direitinho como tudo funciona do começo ao fim, que resolvi escrever este pequeno guia :) É importante salientar que, nesse texto, não falarei sobre o SceneDelegate."
tutorial,"Tudo será feito com o appDelegate, ok?"
tutorial,"Dizia John Beckley: a maioria das pessoas não planeja fracassar, mas fracassa por não planejar."
tutorial,"Na construção de apps, isso não é diferente."
tutorial,"A menos que você queira cair no vale do esquecimento, é importante planejar como o seu app vai funcionar do começo ao fim."
tutorial,Quem ajuda nesse planejamento é o protocolo UIApplicationDelegate.
tutorial,"Ele é como uma lista que serve pra lembrar você de grandes eventos que costumam acontecer durante o ciclo de vida de um app (o app ser aberto, ser deixado de lado por outro app, ser fechado etc)."
tutorial,"Para cada evento, temos um método específico, que personalizamos de acordo com o que queremos que aconteça no nosso app."
tutorial,O AppDelegate é um objeto que contém todas as “respostas” para os métodos do protocolo UIApplicationDelegate.
tutorial,"Ele diz ao seu app o que deve ser feito em cada uma daquelas ocasiões (por exemplo: quando for inicializado, o app deve puxar informações da nuvem ou abrir só com o que tem no celular?"
tutorial,"Se for colocado em background, deve salvar alguma informação ou só pausar a música que estava tocando?)."
tutorial,"Você pode encontrar o appDelegate dentro dos arquivos do seu projeto no Xcode, e todas as funções que falaremos a seguir estão lá dentro!"
tutorial,"E agora que você sabe disso, vamos ao que realmente importa."
tutorial,"Para entender como um ciclo de vida funciona ""na prática"", vamos pensar em um app como… o Instagram."
tutorial,"A primeira interação de qualquer usuário com ele acontece na tela de início, concorda?"
tutorial,"Até então, nada estava acontecendo, mas basta um clique no ícone para a magia do código entrar em ação."
tutorial,Bum!
tutorial,"A tela com a logo do app aparece e, num piscar de olhos, já estamos no nosso feed."
tutorial,"Pode não parecer, mas algumas coisas muito importantes aconteceram nesse pequeno intervalo de tempo."
tutorial,"Primeiramente, o app passou por três estados diferentes do ciclo de vida."
tutorial,"Ele começou sem estar rodando, passou por um carregamento rápido e entrou em pleno funcionamento logo em seguida, como vemos na parte de cima dessa figura."
tutorial,Sabe aquela tela rápida que aparece com a logo do app?
tutorial,"Ela é característica do estado inativo, que não dura mais que alguns segundos, mas é extremamente importante."
tutorial,"É nesse estado que o app carrega grande parte das suas informações, fazendo com que seu feed apareça bonitinho logo depois."
tutorial,"Uma vez que o feed é mostrado, entramos oficialmente no estado ativo."
tutorial,"Aqui, seu app está a pleno vapor, pronto para receber todas as interações possíveis e imagináveis."
tutorial,"Mas esse processo de inicialização, que leva o usuário da tela principal do iPhone ao feed do app, não acontece sozinho!"
tutorial,"Em geral, duas funções do AppDelegate são ativadas durante a inicialização: primeiro, a willFinishLaunchingWIthOptions, e depois, a didFinishLaunchingWithOptions, que estão na imagem abaixo."
tutorial,A primeira é chamada assim que a inicialização começa.
tutorial,"Em geral, ela é utilizada para preparar dados e informações que serão necessárias ao app."
tutorial,"No Instagram, por exemplo, isso significaria checar se você recebeu algum direct, ver se alguém comentou na sua foto… O UIKit, então, chama a segunda função, ao final da inicialização."
tutorial,"A essa altura, seu app já deve ter as informações todas que precisa."
tutorial,"É hora de juntar elas e preparar o que o app fará em seguida, como construir e organizar a tela principal com o seu feed!"
tutorial,"Quando você vê o app na tela, dizemos que ele está em foreground."
tutorial,"Quase todo o potencial do seu iPhone está sendo dedicado a rodar esse único app, para que você tenha o melhor desempenho possível."
tutorial,"Mas sabemos que a vida não é perfeita, distrações existem, e às vezes nós temos que tirar aquele app da tela principal."
tutorial,"Quando isso acontece, dizemos que o app foi para o background."
tutorial,Apps podem rodar em background por diversas razões.
tutorial,"Pode ser que, depois de jogar um jogo, o usuário simplesmente queira ver mensagens e mude de app."
tutorial,"Ou pode ser que, no meio da noite, o app de emails precise atualizar para ver se não chegou nada."
tutorial,"Seja como for, o background é uma etapa de transição entre o estado ativo e o estado suspenso."
tutorial,"Resumindo, o background é parecido com o estado inativo."
tutorial,A diferença é o momento em que acontece.
tutorial,"A primeira possibilidade é quando você alterna entre aplicativos, como sair do Instagram para ir, digamos, ao WhatsApp."
tutorial,"Assim que você sai, o Instagram entra em modo de background, onde passa pouquíssimo tempo, antes de ir para o estado suspenso."
tutorial,"É no background que ele salva as últimas coisas que precisa e desativa tudo que estava acontecendo (afinal de contas, o ideal é que seu app use pouca memória, ou mesmo nenhuma, quando não estiver em foreground!)."
tutorial,A segunda possibilidade acontece quando o seu iPhone verifica se alguma mensagem chegou no meio da noite.
tutorial,"O app, que estava suspenso, entra rápido em background para executar uma tarefa e, em seguida, volta para o modo suspenso."
tutorial,"Agora que você entende as duas situações, vamos para a parte técnica da coisa."
tutorial,O que REALMENTE acontece com um app quando ele está saindo do estado ativo para o background?
tutorial,"Peguemos a primeira possibilidade que falamos acima, em que o usuário resolve deixar de rolar o feed para ver mensagens instantâneas."
tutorial,"Assim que sai do foreground, o sistema realiza um processo (chamado de desativação do app) imediatamente antes de levá-lo para o background."
tutorial,"Isso também ocorre quando o app sofre uma interrupção, como uma ligação."
tutorial,"Durante a desativação, o primeiro método a ser chamado é o applicationWillResignActive."
tutorial,"Ele é responsável por fazer imediatamente tudo que é mais importante: salvar dados, pausar o gameplay, interromper timers etc."
tutorial,"Uma vez que tudo que é essencial já foi resolvido, o app entra em background, e a prioridade agora se torna liberar memória e usar o mínimo possível (se puder, até, não usar nada)."
tutorial,Quem cuida disso é o applicationDidEnterBackground.
tutorial,"Em geral, esse método descarta imagens e outros conteúdos que podem ser recarregados depois, esconde senhas que foram inseridas, fecha conexões que estavam em aberto, desconecta a câmera ou outros recursos que estavam em uso… Uma curiosidade interessante é que, depois de fazer tudo isso, o sistema tira um print da view que estava aberta da última vez que o usuário usou o app, e deixa esse print exposto no switcher de apps (aquele menu que você vê todos os apps que “estão abertos”)."
tutorial,Isso é feito ao final do processo para evitar que senhas e informações sensíveis fiquem expostas nos prints!
tutorial,"Para entender mais sobre apps que possuem funções que funcionam em background, como atualizar mensagens, vale a pena checar o final desse manual."
tutorial,Pois bem!
tutorial,"Vamos supor que usuário saiu do Instagram, viu o WhatsApp como queria, passou algum tempo conversando e, depois, quis voltar ao Instagram novamente."
tutorial,"Por trás das câmeras, o processo que acontece aqui é muito similar ao de inicialização, que falamos lá em cima."
tutorial,Os métodos utilizados é que variam um pouco.
tutorial,"Aqui, entra em ação o applicationWillEnterForeground."
tutorial,Pra que ele serve?
tutorial,Pra fazer o mesmo que o willFinishLaunchingWithOptions faz!
tutorial,"checar se você recebeu algum direct, ver se alguém comentou na sua foto… A diferença é que o applicationWillEnterForeground é chamado somente quando o app está em background e vai voltar à ativa."
tutorial,"Por outro lado, o willFinishLaunchingWIthOptions é chamado quando o app é aberto do zero."
tutorial,São caminhos diferentes que levam à preparação dos dados do app para a ativação!
tutorial,"E, se quando estamos abrindo o app do zero, o didFinishLaunchingWithOptions é quem organiza o que irá ser exibido na tela, quem faz isso quando ele está voltando do background é o applicationDidBecomeActive."
tutorial,"Seja carregar uma nova tela, exibir controles de um jogo pausado, fazer timers voltarem a rodar… Todas essas coisas ficam a cargo desse método."
tutorial,(Ele inclusive avisa aos view controllers que suas views estão prestes a serem exibidas.
tutorial,"Por isso, alguns métodos próprios de view controller, como o viewWillAppear, podem ser ativados quando o applicationDidBecomeActive retorna."
tutorial,"Isso faz com que animações voltem a se mexer, músicas voltem a tocar e por aí vai)."
tutorial,Vale salientar que o applicationDidBecomeActive e o applicationWillEnterForeground são chamados OBRIGATORIAMENTE em sequência.
tutorial,"Existe, e há um método específico para isso."
tutorial,"Sabe quando, no app switcher, você desliza um app para cima e fecha ele de vez?"
tutorial,"Pois é. Quando o applicationWillTerminate é chamado, pode ter certeza que o negócio é sério."
tutorial,"Esse método é reservado para fazer as últimas ações do app (salvar dados importantes, liberar recursos que estavam sendo compartilhados etc) e fazer a limpeza final na memória."
tutorial,"E tem mais: se esse método não retornar em cinco segundos (literalmente), o sistema fecha ele junto."
tutorial,"É brutal, mesmo… Existem cinco possíveis estados no ciclo de vida de um app: E, dentro desses estados, existem sete métodos que devemos considerar: Por vezes, quando o app está em background, o sistema fecha ele para liberar espaço para outras aplicações."
tutorial,"O usuário, no entanto, não sabe que o app foi fechado, e espera que, ao reabrir a janela do app, tudo esteja exatamente como antes!"
tutorial,"Para que isso ocorra, configurar-lo para preservar e restaurar a UI é importante."
tutorial,A Apple ensina como fazer isso nesse manual.
tutorial,"Espero que, depois desta leitura, você consiga compreender melhor quais são as etapas do ciclo de vida de um app e as funções presentes em cada uma."
tutorial,"Até a próxima :D By Felipe Bandeira on June 23, 2020."
tutorial,"Canonical link Exported from Medium on October 4, 2023."
tale,E eis que chega a saudade… Não bate à porta ou toca a campainha.
tale,Sequer pede licença.
tale,Simplesmente entra como se fosse dona do recinto e dele se apodera sem mais nem menos.
tale,"Senta-se no sofá, abre uma bebida gelada e pega o controle remoto dos meus pensamentos."
tale,"Vê que estou fazendo algo útil, mas aquilo pouco a interessa."
tale,"Com um mero clique no botão, o canal muda, e a única coisa que penso agora são os teus lábios a encontrar os meus."
tale,"A música a tocar na vitrola dos meus ouvidos, para ela,  parece ser a mais terrível possível."
tale,"Rapidamente, a saudade invasora levanta a agulha e troca o vinil."
tale,"Se sente completamente confortável quando, o som da tua voz, começo a escutar."
tale,"E agora que as condições são favoráveis e o ambiente, receptivo, não pondera em dar uma festa."
tale,"Aos montes, outros fragmentos de saudade começam a chegar."
tale,A euforia é tanta que começam a quebrar as portas e pular as janelas do meu coração.
tale,"E este velho órgão, que uma vez pulsou pelo olhar que o enviaste, agora o faz porque a dor o impede de parar."
tale,No entanto não é o coração quem mais sofre com a ausência do teu olhar.
tale,"Minhas retinas entram em depressão por não poderem ver aquele maravilhoso sorriso que sai da tua boca, e minha pele…ah…está jaz tão morta quanto os solos russos recobertos pela neve."
tale,"A diferença, porém, é grande."
tale,"Enquanto a terra precisa apenas do calor solar, meus tecidos epiteliais exigem um outro componente raro e difícil de ser encontrado na natureza: o teu toque."
tale,"Por fim, meus cabelos tremulam sem vida ao vento, como um moinho abandonado na guerra."
tale,"Como o soldado apoiado na construção, esses pelos que recobrem minha cabeça pensam, saudosos nos tempos em que tinham alguém a acariciá-los."
tale,"E meu sistema imunológico, tão munido quanto a arma descarregada do soldado, pouco pode fazer contra a dolorosa febre de Missin-ya… Deixo declarado, por meio deste pequeno texto de despedida, meu óbito emocional."
tale,"Sobre a volta de deuses e messias, pouco sei."
tale,Apenas peço que me ressuscites no dia em que tu voltares.
opinion,half-empty-pessimist: Arrependimento é uma palavra forte.
opinion,Geralmente não pensamos na possibilidade de nos arrependermos no futuro com escolhas que fazemos no presente.
opinion,"Afinal,  o que separa o presente do futuro?"
opinion,Qual o nome que se dá a doença que causa neblina na visão ao olharmos para nossas vidas á na frente?
opinion,Tem gente que planeja cada momento da vida.
opinion,"Sabe qual roupa vai usar em cada dia da semana,  sabe o que vai fazer se uma coisa der errado,  consegue ramificar as consequências das escolhas que faz…  Mas não conta com o elemento surpresa:  o inesperado."
opinion,"Eu não digo morte,  porque a morte se espera."
opinion,"Temos a certeza incontestável que iremos morrer algum dia,  mas não sabemos se podemos,  por exemplo,  ficar paralítico ou adquirir uma doença até o fardo de todos os homens vir."
opinion,"Cada dia eu observo as pessoas ao meu redor e vejo que elas não ligam pra o futuro,  e eu me perguntei se isso era o certo,  falar “fuck off” para o futuro e viver para o atual,  e ainda não descobri uma resposta que responda completamente meu questionamento sobre o escuro que é o futuro."
opinion,"Quem acredita em algum deus,  confia que vai viver o dia de amanhã,  ou confia que se morrer,  vai pro lugar que merece."
opinion,"Aceitam o destino,  seja qual for a causa e a circunstância."
opinion,"Até os dias de hoje,  são perseguidos os que dizem ter um dom da mediunidade,  que dizem ser capazes de ver o futuro,  de iluminar o que a maioria considera escuridão."
opinion,Mas eu me questiono:  o que é de nossas vidas se não um puro acidente?
opinion,E se os ônibus estivessem em greve no dia que seu pai conheceu sua mãe indo para a escola?
opinion,"E se o trem tivesse atrasado e seu avô tivesse ido andando para a igreja,  e então não conhecido sua avó?"
opinion,Somos puro fruto do acaso.
opinion,"Achar que você,  resultado da união de duas pessoas que,  por sorte se conheceram,  é especial dentro de um mundo de 7 bilhões de”acasos”,  é egoísmo."
opinion,Somos mais do mesmo.
opinion,Somos iguais.
novel,Passos calados percorriam as poõas de luz amarela que se deitavam pela rua deserta.
novel,"Em geral, apenas pedaõos específicos de vias específicas ainda possuíam alguma iluminaõão."
novel,"Os postes modernos haviam todos sido derrubados; àquela altura, até as pequenas placas solares que costumavam identificar a hora do dia viraram objetos cobiõados pelos homens."
novel,"Os antigos, mecanicamente configurados, em vez de com sensores, chegavam a sobreviver  mas nem todos."
novel,Apenas em pedaõos específicos de ruas específicas.O silêncio havia se tornado tão natural quanto a terra ou os gases.
novel,"Sob as botas pretas de borracha, Marcone ouvia a areia do concreto deslizar a cada novo passo que dava."
novel,às vezes sentia um calafrio no peito e voltava-se para trás antes de continuar a andar.
novel,"Era bom checar que não havia ninguém caminhando atrás dele, e se houvesse, era bom que sumisse."
novel,As histórias de assassinatos por recursos não mais corriam os lábios das pessoas de tão comum que se tornaram.
novel,"Dia e noite não mais importavam, a não ser pela quantidade de luz disponível: em um deles via-se tudo e podia-se ser visto na mesma proporõão; no outro, quem quer que saísse de casa estaria em companhia da morte, da sorte e de mais ninguém."
novel,Ele preferia o segundo.
novel,"Era um homem forte, certamente, mas nada além da forõa de um homem sadio."
novel,"Preferia não ter problemas com outros, se pudesse escolher."
novel,"Naquele dia, ele escolhera a noite.Os dedos de sua mão esquerda seguravam sacolas de pano sob a luva encouraõada."
novel,O motivo do pano na sacola era o mesmo da borracha na bota.
novel,"Naquele mundo, silêncio e resistência eram essenciais."
novel,"A borracha das botas lhe era importante de inúmeras formas: pela dificuldade de sofrer dano, pela aderência e pela possibilidade de fazer fumaõa de sinalizaõão em emergência, especialmente."
novel,"O pano, por sua vez, durava bem, resistia ao tempo e ao peso e podia ser usado em situaõões inesperadas para outros fins."
novel,Suas sacolas não eram estilizadas ou marcadas com escudos que nem as de outros grupos.
novel,"Não tinham caveiras, moinhos ou arame farpado desenhado, assim como palavras de ordem ou críticas ao capitalismo em vermelho."
novel,"Além disso, a quem eram destinadas as palavras de ordem, exatamente, se ninguém escutava ninguém?"
novel,Quem ainda leria as frases de crítica sobre o modelo econômico?
novel,"O que aquilo importava?Talvez fosse uma forma que os outros encontravam de buscar seguranõa própria.àquela altura, seu filho mais velho já deveria saber ler.Saiu da pista a passos rápidos e encostou-se na parede."
novel,"Cautelosos, seus pés avanõavam agora firmes no solo, prontos para correr o caminho de volta ou avanõar como um demolidor no que quer que aparecesse."
novel,Marcone sabia que precisava se acalmar pelo embaõado no visor da máscara de gás.
novel,"Nervosismo significava (**hormônio**), que acelerava o ritmo cardíaco e aumentava a velocidade de respiraõão."
novel,"Com mais ar saindo de seus pulmões, a velha máscara amarela não conseguia suportar o excesso; o problema não era o dióxido de carbono retido, mas o vapor dágua a tirar-lhe a visão."
novel,"O estúpido reflexo de esfregar o visor foi mais rápido que o raciocínio, levando a mão livre ao exterior da máscara, primeiro, e só depois à faca."
novel,Ele não mais olhava para trás.
novel,Mexer a lâmina fez sua pele voltar a sentir o frio da morte encravado no metal.
novel,Segurou o cabo com o polegar na ponta e manteve-a perto do corpo.
novel,A esquina da rua estava cada vez mais próxima e ele ouvia ruídos na curva muro.Descansou as sacolas de pano sem baixar os olhos e ficou a meio metro da origem do som.
novel,Parecia ser o remexer de algum material leve no solo.
novel,Sua testa agora acumulava gotículas de suor.Ele contou até três.Saiu do muro com a faca pronta de uma vez.A rua que se estendia à sua frente estava deserta.Um pedaõo de papelão remexia-se no chão e fazia barulho com o vento.
novel,"Adiante, e não muito, porém, uma silhueta preenchia o vão entre a calõada e a rua."
novel,"Marcone não via máscara alguma em seu rosto, mas isso não significava que estivesse morto pela poluiõão do ar."
novel,Talvez estivesse até mesmo vivo.
novel,A única certeza que ele tinha era a desidrataõão e a desnutriõão do homem (se é que aquilo ainda era um homem).
novel,"Seus membros descansavam em ângulos estranhos, formando posiõões agoniantes de se olhar."
novel,Marcone ainda lembrava do homem que encontrara semanas antes deitado em miséria nos bancos de um antigo mercado.
novel,"Do joelho estourado saía pus e sangue, que se misturavam e endureciam antes de tocar o chão."
novel,"Era provável que fosse um morador de rua antes mesmo de tudo acontecer, pois não parecia nunca ter tido condiõões mínimas de sobrevivência."
novel,Quanto tempo não devia fazer que respirava o ar contaminado?
novel,Talvez tempo o suficiente para os pulmões terem ido do rubro ao negro.
novel,"Mas foi o desespero, o desespero profundo que lhe tomou os olhos quando acordou de súbito e avistou Marcone, a coisa mais aterrorizante naquele ser."
novel,Balbuciava sons grotescos entre o alívio e o medo.
novel,"As únicas palavras inteligíveis eram ""comida"" e ""água"", intercaladas com uma espécie de ""por favor"" deficiente."
novel,"Tentou levantar-se e despencou na direõão do homem, que o olhava imóvel."
novel,Pelo rosto comeõaram a brotar lágrimas de súplica e dor antes dos gritos de socorro inconformados com a partida do estranho bem vestido.
novel,"Talvez o homem estirado no concreto também tivesse os joelhos estourados, ou fosse um dos poucos moradores de rua que sobreviveram à desgraõa."
novel,Talvez também lhe pedisse água com o pouco fôlego que ainda conseguia guardar no peito adoecido.
novel,Mas aquilo não importava mais.
novel,"Retornou ao muro, agarrou as sacolas de pano e não voltou àquela rua.Levava consigo cereais e biscoitos."
novel,Já via os pulos de felicidade em casa.
novel,"A máscara ocultava o sorriso em seus lábios, mas não havia como esconder que mal podia esperar a hora de dividir o lanche com o filho mais novo."
novel,Que deus o guardasse daquele mundo macabro.
novel,"Tivesse nascido um século antes, poderia aproveitar a era mais próspera da humanidade."
novel,"""Prosperidade"".Chegou ao cruzamento com o antigo hospital."
novel,Das sombras de um velho tonel de nitrogênio líquido Lucchese apareceu.— E aí?Marcone assentiu.
novel,"-  Sobre a mesa de jantar, papéis e retalhos esburacados estendiam-se em uma estranha e organizada desordem."
novel,"Pouco se via do escuro amadeirado do móvel; a maior parte da superfície estava branca como os mapas novos, amarelada como os velhos ou azul como um dos pequenos quadrados de post-it."
novel,E rabiscos.
novel,Muitos rabiscos.
novel,"Com pilotos de quadro branco, Carlão fizera marcaõões em vermelho para os lugares visitados, amarelo para os inacessíveis e preto para os pontos de partida, sendo sua casa o único lugar negro até àquela altura."
novel,"Por trás do mapa de satélite, um velho tracejado topográfico em papel antigo formava o mapa da vegetaõão local."
novel,"Ele não sabia se ainda existiam plantaõões, mas achava que valia a pena descobrir."
novel,"A rota da orla à parte considerada interior não era distante em quilômetros, mas quase intocável em termos práticos."
novel,"Fosse outra época, de carro não levaria mais que 10 minutos."
novel,Olinda nunca fora uma metrópole.
novel,"De qualquer maneira, Carlão sentia que aquela cidadela era sua naõão, tendo ali nascido e crescido como seus filhos o fariam depois."
novel,"Ele nunca cansava de visitar as igrejas históricas ou os bairros mais distantes, alguns donos de peculiares moradores e boemias."
novel,"A parte rural não lhe era tão atraente, mas a conhecia de igual maneira; uma das empresas em que trabalhara mantinha um sítio para confraternizaõões por lá."
novel,Foi entre as palmeiras daquele lugar que beijara a esposa pela primeira vez.
novel,"Era perto de lá que esperava encontrar, com sorte, plantaõões abandonadas que lhe trouxessem surpresas."
novel,"Levantou-se e suspirou devagar, como sempre fazia."
novel,"Depois de alguns segundos imóvel, foi ao quarto e vestiu um sobretudo."
novel,"Dentro dele, em um dos bolsos fundos de pano remendado, guardava a escopeta de cano serrado."
novel,O espelho fitou-o em silêncio no escuro da noite.
novel,Foi em Praga que usou aquela roupa pela primeira vez?
novel,A melodia da orquestra nacional filarmônica (procurar orquestras de Praga) voltava a invadir seus ouvidos como da primeira vez.
novel,"O som era como uma história antiga escrita ao vento, em que uma camponesa de longos cabelos resolvia buscar seu amado, refém em um castelo distante."
novel,"No meio do caminho, descobertas da natureza e pilantras querendo tirar vantagem; esperanõas perdidas e lamúrias a ir e voltar; determinaõão, coragem e forõa... e a parte que encheu sua alma de comoõão: o confronto intelectual entre a camponesa e o senhor feudal."
novel,"Carlão podia sentir que essa era a inspiraõão para a canõão, mesmo que nunca a tivesse conhecido antes (ou que não conhecesse nada sobre sinfonias)."
novel,"Ele sentia que sim, era aquilo, devia mesmo ser aquilo."
novel,O guia turístico a quem perguntou a origem da canõão no dia seguinte estava enganado.
novel,A bela harmonia dos instrumentos fora feita com uma história como a que ele pensou.
novel,"Diante do espelho, sentia-se como a camponesa destemida que lutava pela vida de seu amor."
novel,"Exceto que ele temia o que espreitava nas ruas, e seu amor já estava deitado no caixão."
novel,Sairia pela manhã.
novel,"Pouco antes do sol nascer, iria de carro pela parte de fora da cidade."
novel,"Não saía havia dias, mas os mapas lhe diziam que mais rotas se abriam por lá."
novel,"O fato de uma rodovia estadual cruzar seu caminho, também, não era notícia má, mas a chance de encontrar coisas úteis era a mesma de encontrar mais pessoas."
novel,Isso fez-lhe grunhir de angústia.
novel,"Mesmo que grande, era já um senhor."
novel,"O peso dos 65 anos parecia grudar-se à sola dos pés, fazendo o corpo arrastar-se cada vez mais devagar, gastando cada vez mais energia."
tale,Acho que fazem três horas desde que a última convulsão aconteceu.
tale,Certas coisas de fato são piores que a morte.
tale,"Sinto meus olhos, vermelhos, outra vez querendo pular das órbitas em uma agonia louca que me engasga a respiração."
tale,"Quando tento levantar, as mãos falham no apoio."
tale,Encharcado está o lençol em que me deito das horas e horas e horas em que estive aqui.
tale,Seria a fraqueza também desidratação?
tale,Possível.
tale,Há muito que perdi a noção de rumo e equilíbrio.
